room_type,beds,bed_type,bathrooms,bedrooms,accommodates,review_scores_rating,taxa_de_limpeza,host_is_superhost
Entire home/apt,1.0,Pull-out Sofa,1.0,NULL,2,89.0,40.0,f
Entire home/apt,2.0,Real Bed,1.0,0.0,2,93.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,0.0,1,NULL,25.0,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,20.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,97.0,135.0,f
Shared room,1.0,Pull-out Sofa,1.0,1.0,2,100.0,20.0,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,94.0,NULL,t
Private room,1.0,Real Bed,1.0,1.0,2,97.0,25.0,f
Private room,1.0,Real Bed,1.0,1.0,2,97.0,20.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,5,NULL,50.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,4,93.0,50.0,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,80.0,25.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,4,95.0,25.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,100.0,25.0,t
Entire home/apt,1.0,Real Bed,1.0,1.0,3,91.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,35.0,f
Shared room,1.0,Real Bed,0.5,1.0,1,90.0,35.0,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,100.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,92.0,35.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,3,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,96.0,25.0,t
Entire home/apt,1.0,Real Bed,1.0,0.0,2,92.0,20.0,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,0.0,3,100.0,10.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,92.0,39.0,f
Entire home/apt,1.0,Real Bed,1.0,0.0,1,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,98.0,40.0,t
Shared room,1.0,Real Bed,0.5,1.0,1,80.0,35.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,3,100.0,10.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,97.0,100.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,NULL,NULL,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,100.0,40.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Shared room,1.0,Pull-out Sofa,1.5,1.0,2,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,90.0,NULL,f
Entire home/apt,3.0,Real Bed,1.0,2.0,6,NULL,100.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,3,NULL,35.0,f
Entire home/apt,1.0,Real Bed,NULL,1.0,4,94.0,88.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,NULL,65.0,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,94.0,25.0,t
Entire home/apt,2.0,Real Bed,2.0,2.0,2,100.0,NULL,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,100.0,NULL,f
Private room,1.0,Futon,1.0,1.0,2,100.0,35.0,t
Entire home/apt,2.0,Real Bed,1.0,0.0,4,86.0,30.0,f
Entire home/apt,3.0,Real Bed,2.0,2.0,8,100.0,150.0,t
Entire home/apt,1.0,Real Bed,1.0,0.0,2,100.0,25.0,t
Entire home/apt,4.0,Real Bed,1.0,4.0,5,100.0,100.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,NULL,50.0,f
Shared room,1.0,Couch,1.0,1.0,2,92.0,NULL,f
Entire home/apt,2.0,Real Bed,1.0,1.0,3,98.0,NULL,t
Entire home/apt,1.0,Real Bed,1.0,0.0,2,97.0,20.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,4,100.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,50.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,3,NULL,50.0,f
Private room,3.0,Real Bed,1.5,1.0,3,96.0,20.0,t
Entire home/apt,1.0,Pull-out Sofa,1.0,0.0,2,98.0,10.0,f
Entire home/apt,4.0,Real Bed,1.0,1.0,4,100.0,75.0,f
Entire home/apt,3.0,Real Bed,1.0,2.0,6,90.0,75.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,50.0,f
Private room,1.0,Real Bed,1.0,1.0,2,92.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,3,93.0,25.0,f
Private room,1.0,Real Bed,1.0,1.0,2,95.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,4,94.0,NULL,f
Private room,1.0,Real Bed,1.5,1.0,2,NULL,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Private room,1.0,Real Bed,1.5,1.0,2,NULL,NULL,f
Private room,1.0,Real Bed,1.5,1.0,2,100.0,NULL,f
Private room,1.0,Futon,1.0,1.0,2,100.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,4,NULL,75.0,f
Private room,1.0,Real Bed,1.0,1.0,2,96.0,25.0,f
Private room,1.0,Real Bed,1.0,1.0,3,95.0,NULL,t
Private room,1.0,Real Bed,1.0,1.0,2,95.0,30.0,f
Entire home/apt,3.0,Real Bed,1.0,2.0,6,98.0,75.0,f
Private room,2.0,Real Bed,1.0,1.0,4,91.0,NULL,f
Entire home/apt,4.0,Real Bed,1.0,3.0,5,98.0,125.0,t
Entire home/apt,3.0,Real Bed,1.0,1.0,3,93.0,75.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,94.0,NULL,f
Entire home/apt,2.0,Real Bed,1.0,1.0,2,NULL,60.0,f
Entire home/apt,6.0,Real Bed,3.0,5.0,12,88.0,200.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,100.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,NULL,100.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,84.0,129.0,f
Entire home/apt,3.0,Real Bed,1.0,2.0,7,95.0,25.0,t
Private room,1.0,Real Bed,1.0,1.0,2,98.0,15.0,t
Entire home/apt,5.0,Real Bed,3.0,3.0,6,NULL,NULL,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,98.0,65.0,t
Private room,2.0,Real Bed,1.0,1.0,3,90.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,81.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,98.0,15.0,f
Entire home/apt,4.0,Real Bed,1.0,4.0,8,98.0,90.0,t
Entire home/apt,1.0,Real Bed,1.0,0.0,2,99.0,NULL,t
Entire home/apt,3.0,Real Bed,1.5,2.0,4,100.0,75.0,f
Entire home/apt,3.0,Real Bed,1.0,3.0,5,88.0,25.0,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,100.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,97.0,30.0,t
Entire home/apt,3.0,Real Bed,1.0,2.0,6,97.0,45.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,NULL,155.0,f
Private room,1.0,Real Bed,1.0,1.0,2,86.0,25.0,f
Private room,1.0,Real Bed,1.0,1.0,2,95.0,20.0,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,25.0,f
Entire home/apt,1.0,Real Bed,1.5,1.0,4,96.0,100.0,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Private room,1.0,Pull-out Sofa,1.0,1.0,2,97.0,15.0,f
Entire home/apt,1.0,Real Bed,1.0,2.0,3,99.0,15.0,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,0.0,3,97.0,NULL,t
Entire home/apt,1.0,Real Bed,1.0,1.0,2,94.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,94.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,3,85.0,5.0,f
Private room,1.0,Real Bed,1.0,1.0,1,95.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,92.0,25.0,f
Entire home/apt,3.0,Real Bed,1.0,1.0,3,96.0,50.0,t
Private room,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,0.0,3,95.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,91.0,NULL,f
Private room,1.0,Airbed,1.0,1.0,2,100.0,50.0,f
Private room,1.0,Real Bed,1.0,1.0,1,100.0,NULL,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,93.0,120.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,75.0,t
Private room,1.0,Real Bed,1.0,1.0,2,89.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,98.0,NULL,t
Private room,1.0,Real Bed,2.0,1.0,2,NULL,NULL,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,98.0,50.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,99.0,50.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,97.0,50.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,95.0,30.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,90.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Entire home/apt,4.0,Real Bed,2.5,4.0,8,95.0,125.0,f
Entire home/apt,3.0,Real Bed,1.5,3.0,8,90.0,69.0,f
Private room,1.0,Real Bed,1.0,1.0,2,94.0,NULL,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,100.0,30.0,f
Private room,1.0,Real Bed,1.0,1.0,1,NULL,50.0,f
Private room,1.0,Real Bed,1.0,1.0,2,88.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,25.0,f
Private room,1.0,Real Bed,1.0,1.0,3,80.0,50.0,f
Entire home/apt,4.0,Real Bed,2.5,3.0,10,99.0,149.0,t
Private room,1.0,Real Bed,1.0,1.0,2,99.0,NULL,t
Entire home/apt,1.0,Real Bed,1.0,1.0,2,96.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,98.0,100.0,t
Entire home/apt,2.0,Real Bed,1.0,2.0,3,92.0,50.0,t
Entire home/apt,2.0,Real Bed,1.0,2.0,4,92.0,60.0,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Entire home/apt,4.0,Real Bed,1.0,2.0,6,98.0,15.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,95.0,30.0,t
Entire home/apt,4.0,Real Bed,1.0,2.0,6,95.0,90.0,f
Entire home/apt,2.0,Real Bed,2.0,2.0,4,100.0,50.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,98.0,125.0,t
Private room,1.0,Real Bed,1.0,1.0,1,97.0,25.0,f
Entire home/apt,4.0,Real Bed,3.5,4.0,4,NULL,150.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,98.0,75.0,t
Private room,1.0,Real Bed,1.0,1.0,2,94.0,15.0,f
Entire home/apt,2.0,Real Bed,2.0,2.0,3,96.0,75.0,f
Entire home/apt,3.0,Real Bed,2.5,3.0,8,100.0,160.0,f
Private room,1.0,Real Bed,1.0,1.0,2,99.0,40.0,t
Private room,1.0,Futon,1.0,1.0,2,94.0,NULL,f
Entire home/apt,5.0,Real Bed,2.5,3.0,7,97.0,100.0,f
Entire home/apt,1.0,Real Bed,1.0,2.0,3,94.0,50.0,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,95.0,40.0,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,50.0,t
Entire home/apt,2.0,Real Bed,1.0,1.0,4,99.0,50.0,t
Private room,1.0,Real Bed,1.0,1.0,2,96.0,10.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,98.0,15.0,t
Private room,1.0,Real Bed,1.0,1.0,2,96.0,NULL,t
Private room,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,96.0,NULL,t
Private room,1.0,Real Bed,1.0,1.0,1,90.0,NULL,t
Private room,1.0,Real Bed,1.0,1.0,2,98.0,NULL,t
Entire home/apt,4.0,Real Bed,2.0,4.0,8,97.0,100.0,t
Entire home/apt,1.0,Real Bed,1.0,0.0,2,96.0,50.0,f
Entire home/apt,1.0,Futon,1.0,0.0,2,100.0,NULL,f
Entire home/apt,4.0,Real Bed,1.0,2.0,4,NULL,150.0,f
Private room,1.0,Real Bed,1.0,1.0,2,99.0,50.0,f
Private room,1.0,Real Bed,1.0,1.0,1,100.0,10.0,f
Private room,1.0,Real Bed,1.0,1.0,2,88.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,1,95.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,1,100.0,15.0,f
Private room,1.0,Futon,1.0,1.0,2,96.0,10.0,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,85.0,20.0,f
Private room,1.0,Real Bed,1.0,1.0,1,95.0,20.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,2,92.0,20.0,f
Private room,1.0,Real Bed,1.0,1.0,2,76.0,20.0,f
Entire home/apt,3.0,Real Bed,2.0,3.0,6,100.0,100.0,t
Private room,3.0,Real Bed,1.5,1.0,3,96.0,30.0,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Private room,1.0,Real Bed,1.0,1.0,1,80.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,25.0,f
Private room,2.0,Real Bed,1.0,1.0,2,93.0,10.0,f
Private room,1.0,Real Bed,2.0,1.0,2,100.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,4,97.0,35.0,t
Entire home/apt,1.0,Real Bed,1.0,0.0,2,100.0,NULL,t
Private room,1.0,Real Bed,1.5,1.0,1,80.0,15.0,t
Entire home/apt,2.0,Real Bed,1.0,2.0,4,95.0,100.0,f
Shared room,1.0,Couch,1.0,1.0,1,NULL,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,75.0,f
Private room,1.0,Real Bed,1.0,1.0,2,92.0,30.0,f
Entire home/apt,4.0,Real Bed,1.0,3.0,6,94.0,125.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,100.0,NULL,t
Entire home/apt,2.0,Real Bed,1.0,1.0,4,98.0,50.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,100.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Entire home/apt,2.0,Real Bed,1.0,0.0,4,100.0,80.0,f
Entire home/apt,1.0,Real Bed,1.0,0.0,4,NULL,60.0,f
Entire home/apt,3.0,Real Bed,1.5,2.0,3,100.0,20.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,3,NULL,30.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,6,100.0,83.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,NULL,83.0,f
Entire home/apt,4.0,Real Bed,1.5,3.0,6,93.0,60.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,80.0,61.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,3,91.0,50.0,f
Shared room,1.0,Airbed,1.5,1.0,1,99.0,15.0,t
Entire home/apt,1.0,Real Bed,1.0,1.0,4,99.0,NULL,t
Shared room,2.0,Real Bed,1.0,1.0,2,87.0,NULL,f
Private room,2.0,Real Bed,1.0,1.0,4,90.0,30.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,NULL,50.0,f
Entire home/apt,4.0,Real Bed,1.5,3.0,6,NULL,30.0,f
Private room,1.0,Real Bed,1.0,1.0,1,87.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,3,97.0,35.0,t
Private room,1.0,Real Bed,1.0,1.0,4,92.0,35.0,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,45.0,f
Private room,1.0,Real Bed,1.0,1.0,2,92.0,15.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,93.0,NULL,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,NULL,50.0,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,80.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,4,98.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,40.0,NULL,f
Entire home/apt,2.0,Real Bed,2.0,2.0,4,96.0,35.0,t
Entire home/apt,1.0,Real Bed,1.0,1.0,4,96.0,NULL,t
Entire home/apt,2.0,Real Bed,2.0,2.0,4,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,1,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,97.0,45.0,t
Entire home/apt,1.0,Real Bed,1.0,0.0,2,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,60.0,f
Entire home/apt,2.0,Real Bed,2.0,2.0,5,94.0,30.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,2,98.0,25.0,t
Entire home/apt,2.0,Real Bed,1.0,1.0,4,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,17.0,f
Entire home/apt,2.0,Real Bed,2.5,2.0,5,98.0,200.0,t
Entire home/apt,1.0,Real Bed,1.0,1.0,3,94.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,91.0,20.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,100.0,95.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,97.0,35.0,f
Entire home/apt,2.0,Real Bed,1.0,0.0,4,NULL,50.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,96.0,45.0,t
Entire home/apt,2.0,Real Bed,1.0,2.0,5,99.0,75.0,t
Entire home/apt,1.0,Real Bed,1.0,0.0,2,NULL,95.0,t
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,88.0,140.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,NULL,75.0,f
Entire home/apt,3.0,Real Bed,2.0,3.0,5,100.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,81.0,NULL,f
Entire home/apt,2.0,Real Bed,2.0,2.0,4,NULL,25.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,NULL,50.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,91.0,15.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Entire home/apt,2.0,Real Bed,1.0,1.0,3,96.0,50.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,4,100.0,60.0,f
Entire home/apt,1.0,Real Bed,1.5,1.0,3,91.0,50.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,NULL,50.0,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,100.0,30.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,96.0,45.0,t
Entire home/apt,5.0,Real Bed,1.0,2.0,6,NULL,120.0,f
Private room,1.0,Real Bed,1.0,1.0,2,90.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,93.0,50.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,NULL,60.0,f
Private room,1.0,Real Bed,1.0,1.0,2,91.0,15.0,f
Entire home/apt,2.0,Real Bed,1.5,2.0,4,NULL,100.0,f
Private room,1.0,Real Bed,1.0,1.0,2,89.0,NULL,f
Entire home/apt,3.0,Real Bed,3.0,3.0,6,97.0,120.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,93.0,NULL,f
Entire home/apt,2.0,Real Bed,2.0,1.0,5,NULL,50.0,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,20.0,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,98.0,15.0,f
Entire home/apt,5.0,Real Bed,3.5,3.0,6,100.0,210.0,f
Shared room,1.0,Couch,1.0,1.0,1,100.0,NULL,t
Entire home/apt,2.0,Real Bed,1.0,2.0,4,91.0,25.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,39.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,30.0,f
Private room,1.0,Real Bed,1.0,1.0,2,97.0,25.0,t
Entire home/apt,1.0,Real Bed,1.0,0.0,2,93.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,45.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,3,100.0,20.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,2,85.0,10.0,f
Entire home/apt,2.0,Real Bed,2.0,2.0,4,100.0,50.0,f
Private room,1.0,Real Bed,1.0,1.0,1,100.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,93.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,97.0,35.0,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,45.0,f
Private room,1.0,Real Bed,1.0,1.0,2,99.0,25.0,t
Entire home/apt,1.0,Real Bed,1.0,1.0,2,98.0,NULL,f
Entire home/apt,3.0,Real Bed,1.0,1.0,4,98.0,25.0,t
Entire home/apt,1.0,Real Bed,1.0,0.0,2,90.0,5.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,NULL,10.0,f
Entire home/apt,1.0,Real Bed,1.5,1.0,2,100.0,NULL,f
Entire home/apt,3.0,Real Bed,1.0,1.0,4,NULL,120.0,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,96.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,75.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,75.0,t
Entire home/apt,1.0,Real Bed,1.0,1.0,3,100.0,30.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,94.0,NULL,f
Private room,1.0,Pull-out Sofa,1.0,1.0,2,95.0,15.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,93.0,NULL,f
Entire home/apt,2.0,Futon,1.0,0.0,3,97.0,50.0,t
Private room,1.0,Real Bed,1.0,1.0,2,98.0,6.0,t
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,40.0,f
Private room,1.0,Real Bed,1.0,1.0,2,95.0,15.0,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,97.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,50.0,f
Private room,1.0,Real Bed,1.0,1.0,1,88.0,35.0,f
Private room,1.0,Real Bed,1.0,1.0,1,NULL,50.0,f
Private room,1.0,Real Bed,1.0,1.0,1,NULL,NULL,f
Private room,2.0,Real Bed,1.0,1.0,4,NULL,NULL,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,92.0,NULL,f
Entire home/apt,3.0,Real Bed,1.5,2.0,5,95.0,50.0,f
Entire home/apt,5.0,Real Bed,3.0,4.0,8,NULL,178.0,f
Entire home/apt,4.0,Real Bed,1.0,3.0,6,88.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Private room,1.0,Futon,1.0,1.0,1,95.0,25.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,97.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,100.0,150.0,f
Private room,1.0,Real Bed,1.0,1.0,1,94.0,35.0,f
Private room,1.0,Real Bed,1.0,1.0,2,93.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,93.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,1,92.0,NULL,f
Entire home/apt,2.0,Real Bed,2.0,2.0,5,100.0,75.0,f
Entire home/apt,3.0,Real Bed,1.0,3.0,6,100.0,NULL,f
Entire home/apt,3.0,Real Bed,2.0,3.0,6,NULL,80.0,f
Private room,1.0,Real Bed,1.0,1.0,2,95.0,NULL,f
Private room,1.0,Real Bed,1.5,1.0,2,100.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,96.0,35.0,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,100.0,50.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,5,90.0,89.0,f
Entire home/apt,3.0,Real Bed,1.5,3.0,6,100.0,175.0,t
Entire home/apt,1.0,Real Bed,1.0,1.0,2,NULL,25.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,90.0,100.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Entire home/apt,3.0,Real Bed,1.0,2.0,4,100.0,25.0,f
Private room,1.0,Real Bed,0.5,1.0,2,98.0,NULL,f
Entire home/apt,2.0,Real Bed,1.0,1.0,3,97.0,35.0,f
Entire home/apt,3.0,Real Bed,1.0,3.0,8,100.0,NULL,f
Entire home/apt,3.0,Real Bed,1.0,3.0,5,87.0,160.0,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,NULL,155.0,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,25.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,2,100.0,82.0,f
Private room,1.0,Real Bed,1.0,1.0,1,80.0,NULL,f
Entire home/apt,3.0,Real Bed,2.5,3.0,6,100.0,50.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,95.0,35.0,t
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,60.0,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Private room,2.0,Real Bed,1.5,1.0,4,100.0,65.0,f
Private room,1.0,Real Bed,1.0,1.0,1,91.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,89.0,10.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,4,100.0,95.0,f
Private room,1.0,Real Bed,0.5,1.0,1,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,5,98.0,40.0,t
Private room,1.0,Real Bed,1.0,1.0,2,91.0,NULL,f
Entire home/apt,2.0,Real Bed,1.5,2.0,4,100.0,60.0,f
Private room,1.0,Real Bed,1.5,1.0,4,86.0,30.0,f
Entire home/apt,4.0,Real Bed,3.0,3.0,8,84.0,250.0,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,95.0,NULL,t
Private room,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Private room,2.0,Real Bed,1.0,1.0,2,95.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,95.0,NULL,f
Private room,1.0,Real Bed,1.5,1.0,2,97.0,NULL,t
Private room,1.0,Real Bed,1.0,1.0,2,95.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,92.0,NULL,f
Entire home/apt,2.0,Real Bed,1.0,0.0,2,100.0,NULL,f
